,url,special,place,ability
980,//item.taobao.com/item.htm?id=24359956212&ns=1&abbucket=13#detail,否,美国, 不易脱色 持久 提升气色 易上色
981,//item.taobao.com/item.htm?id=554773488666&ns=1&abbucket=13#detail,否,美国, 不易脱色
982,//item.taobao.com/item.htm?id=562599402653&ns=1&abbucket=13#detail,否,其他, 滋润 保湿 防水
983,//item.taobao.com/item.htm?id=558507202435&ns=1&abbucket=13#detail,否,中国, 不易脱色 持久 提升气色 遮瑕
984,//item.taobao.com/item.htm?id=538346796785&ns=1&abbucket=13#detail,否,法国, 提升气色 保湿
985,//item.taobao.com/item.htm?id=541333474810&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
986,//item.taobao.com/item.htm?id=558962939769&ns=1&abbucket=13#detail,否,法国, 提升气色 滋润
987,//item.taobao.com/item.htm?id=43498133632&ns=1&abbucket=13#detail,否,新西兰, 滋润 保湿
988,//item.taobao.com/item.htm?id=35057159064&ns=1&abbucket=13#detail,否,中国, 滋润 保湿
989,//item.taobao.com/item.htm?id=530645032219&ns=1&abbucket=13#detail,否,其他, 滋润 保湿
990,//item.taobao.com/item.htm?id=568097448307&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
991,//item.taobao.com/item.htm?id=553208332254&ns=1&abbucket=13#detail,否,日本, 滋润
992,//item.taobao.com/item.htm?id=521016104837&ns=1&abbucket=13#detail,否,法国, 提升气色 滋润
993,//item.taobao.com/item.htm?id=567097848309&ns=1&abbucket=13#detail,否,中国, 不易脱色 持久 提升气色 易上色 遮瑕 
994,//item.taobao.com/item.htm?id=564810844050&ns=1&abbucket=13#detail,否,日本, 持久 提升气色 滋润 保湿 自然立体
995,//item.taobao.com/item.htm?id=565415973263&ns=1&abbucket=13#detail,否,法国, 易上色
996,//item.taobao.com/item.htm?id=542983656266&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
997,//item.taobao.com/item.htm?id=564226583553&ns=1&abbucket=13#detail,否,泰国, 持久
998,//item.taobao.com/item.htm?id=562665581493&ns=1&abbucket=13#detail,否,法国, 提升气色
999,//item.taobao.com/item.htm?id=547385199860&ns=1&abbucket=13#detail,否,法国, 易上色 保湿 自然立体
1000,//item.taobao.com/item.htm?id=567962524004&ns=1&abbucket=13#detail,否,比利时, 滋润
1001,//item.taobao.com/item.htm?id=564933021211&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1002,//item.taobao.com/item.htm?id=540475155179&ns=1&abbucket=13#detail,否,加拿大, 持久 易上色 保湿
1003,//item.taobao.com/item.htm?id=562713193364&ns=1&abbucket=13#detail,否,法国, 持久 提升气色 易上色 遮瑕 滋润 保湿
1004,//item.taobao.com/item.htm?id=544447556238&ns=1&abbucket=13#detail,否,美国, 持久 滋润
1005,//item.taobao.com/item.htm?id=542647003409&ns=1&abbucket=13#detail,是,美国, 易上色 滋润 保湿
1006,//item.taobao.com/item.htm?id=564334178226&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1007,//item.taobao.com/item.htm?id=564602448713&ns=1&abbucket=13#detail,否,其他, 不易脱色 持久 易上色 滋润
1008,//item.taobao.com/item.htm?id=557681785696&ns=1&abbucket=13#detail,否,法国, 提升气色 易上色 滋润
1009,//item.taobao.com/item.htm?id=567242307647&ns=1&abbucket=13#detail,否,美国, 不易脱色 提升气色 滋润 保湿
1010,//item.taobao.com/item.htm?id=530963927144&ns=1&abbucket=13#detail,否,法国, 易上色 持久 防水
1011,//item.taobao.com/item.htm?id=559022523607&ns=1&abbucket=13#detail,否,其他, 滋润 保湿
1012,//item.taobao.com/item.htm?id=544715952462&ns=1&abbucket=13#detail,否,其他, 易上色 保湿 持久不掉色
1013,//item.taobao.com/item.htm?id=558647920680&ns=1&abbucket=13#detail,否,美国, 滋润 保湿
1014,//click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=1258075391&k=557&e=Zdl%2BzqbIOYvlF0AjiP89ks8U%2FSHJVox5Rz10k77h5cGjMTTiXkLuzeSRQHhInI5y1O8ekfYAZcAE5FgSzpnZik0T6ghAt7vDE3pZNY9gJfSL7qi9%2F%2FbjNCHaOk6VGJvFSP%2BT3onDDIV%2Fk27%2BQn9pbn%2BaMNDt93BGIiz1z7dsGF%2FjyrvS5Dd8XHB7vmUx%2B3mrU%2BIE%2FLVXvJCYrxMLCFYFrDUzKao8fXYB%2BNH6xRrnAVVTjHQcxUbODtKEMVZlZ3bbUYgc18Mjy0YGbSUAW8XIHBkecwm0kP2w8EgJhnOLl%2BBXk7nUNVIPZptmUPiTAjCtmBgW6irf9p3%2B9AiG5e0ZKPJ5HjpGshK0pSrSJbpXfSSlR%2Frora2D5sYO2Z8QlaI2LkYMNxJHH3a79nhj0MJvIE4dsteYKqKGeljLPYk7SWUlwx8AYvZOjAppDV0Nf402Ax7fsqjMifsCu7vAvUptnTqsFbDLpHF78qHhYbxwY4EqRm6AHebrqCDgHzMbzFZWeBtbgEdlqosvTVWkhrBmoCXt%2BhQeR5GkDHXR2RhoaRk%3D#detail,否,中国, 不易脱色 持久 易上色 防水 不粘杯
1015,//click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=1258075391&k=557&e=MaYVF7HeRBnlF0AjiP89ks8U%2FSHJVox5Rz10k77h5cGjMTTiXkLuzeSRQHhInI5y1O8ekfYAZcCuW2WkOMSj4Ph3Jadj5BikmoX2jwhRqeSL7qi9%2F%2FbjNCHaOk6VGJvFSP%2BT3onDDIV%2Fk27%2BQn9pbn%2BaMNDt93BGIiz1z7dsGF%2FjyrvS5Dd8XHB7vmUx%2B3mrU%2BIE%2FLVXvJCYrxMLCFYFrDUzKao8fXYB%2BNH6xRrnAVVTjHQcxUbODtKEMVZlZ3bbUYgc18Mjy0YGbSUAW8XIHBkecwm0kP2w8EgJhnOLl%2BBXk7nUNVIPZptmUPiTAjCtmBgW6irf9p3%2B9AiG5e0ZKG8TThaPs%2FkhXKq0lr5uQeRcgsROPNoKg%2Bd5jP9oOl4eVGQ0g9AmGLl6Xh8687FeMGzUY9PCG50DlS%2FWs%2F9fAQ9hbNxv9HHpRAQJiu%2BJV%2BkcEyCGaZFO7qzVY8WjFHNGNkiOIfM23JQ%2FD%2BULzacHyOfMh%2Fp9765hJqnc6fdKUHn5oS905m6Cx0UEO1nTbWel9qi9kCSnqjeASHm0cuYyHOg%3D#detail,否,中国, 不易脱色 持久 易上色 滋润 防水
1016,//click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=1258075391&k=557&e=zgI6gno%2BYwPlF0AjiP89ks8U%2FSHJVox5Rz10k77h5cGjMTTiXkLuzeSRQHhInI5y1O8ekfYAZcAOvtUgTitpanYoi4WYfkxLygnpuSK9JhuL7qi9%2F%2FbjNCHaOk6VGJvFSP%2BT3onDDIV%2Fk27%2BQn9pbn%2BaMNDt93BGIiz1z7dsGF%2FjyrvS5Dd8XHB7vmUx%2B3mrU%2BIE%2FLVXvJCYrxMLCFYFrDUzKao8fXYB%2BNH6xRrnAVVTjHQcxUbODtKEMVZlZ3bbUYgc18Mjy0YGbSUAW8XIHBkecwm0kP2w8EgJhnOLl%2BBXk7nUNVIPZptmUPiTAjCtmBgW6irf9p3%2B9AiG5e0ZKPJ5HjpGshK0AeNSpnrJ5B%2FKNNd1P1SU8jHTb%2BuOzOU5YKq37OUxpkKxXaSobSmX%2B7a111jQR4d0BZY6XNO2yeglwx8AYvZOjAppDV0Nf402Ax7fsqjMifsCu7vAvUptnTqsFbDLpHF78qHhYbxwY4GxU3HSQZALQ%2BNChXLLw3IVeBtbgEdlqotJtq2aZYQ%2BtEZnByzcmjAky8aTRRkkqVw%3D#detail,否,中国, 持久 不易脱色
1017,//item.taobao.com/item.htm?id=563506703180&ns=1&abbucket=13#detail,否,其他, 持久 提升气色 易上色
1018,//item.taobao.com/item.htm?id=45614056684&ns=1&abbucket=13#detail,否,日本, 持久 遮瑕 滋润 保湿
1019,//item.taobao.com/item.htm?id=566405079521&ns=1&abbucket=13#detail,否,韩国, 保湿
1020,//item.taobao.com/item.htm?id=549415034788&ns=1&abbucket=13#detail,否,意大利, 保湿
1021,//item.taobao.com/item.htm?id=561184816104&ns=1&abbucket=13#detail,否,法国, 提升气色 保湿
1022,//item.taobao.com/item.htm?id=544391430386&ns=1&abbucket=13#detail,否,法国, 不易脱色 持久 易上色 遮瑕 保湿
1023,//item.taobao.com/item.htm?id=535496290416&ns=1&abbucket=13#detail,否,比利时, 滋润 保湿 防水
1024,//item.taobao.com/item.htm?id=563667946093&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1025,//item.taobao.com/item.htm?id=542421926420&ns=1&abbucket=13#detail,否,美国, 易上色 滋润 保湿
1026,//item.taobao.com/item.htm?id=563522658050&ns=1&abbucket=13#detail,否,中国, 提升气色 滋润 保湿 自然立体 不粘杯
1027,//item.taobao.com/item.htm?id=565891821667&ns=1&abbucket=13#detail,否,美国, 持久 滋润 保湿
1028,//item.taobao.com/item.htm?id=534484644946&ns=1&abbucket=13#detail,否,意大利, 易上色 持久 滋润
1029,//item.taobao.com/item.htm?id=562947916793&ns=1&abbucket=13#detail,否,意大利, 提升气色
1030,//item.taobao.com/item.htm?id=559049885354&ns=1&abbucket=13#detail,否,韩国, 不易脱色 提升气色 易上色 滋润
1031,//item.taobao.com/item.htm?id=543004769596&ns=1&abbucket=13#detail,否,加拿大, 不易脱色 不粘杯
1032,//item.taobao.com/item.htm?id=561020835865&ns=1&abbucket=13#detail,否,韩国, 持久 提升气色 滋润 保湿
1033,//item.taobao.com/item.htm?id=556196063181&ns=1&abbucket=13#detail,否,其他, 滋润 保湿
1034,//item.taobao.com/item.htm?id=564262299307&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1035,//item.taobao.com/item.htm?id=566542920720&ns=1&abbucket=13#detail,否,其他, 滋润 保湿
1036,//item.taobao.com/item.htm?id=544858528577&ns=1&abbucket=13#detail,否,比利时, 提升气色 滋润 保湿
1037,//item.taobao.com/item.htm?id=529076429392&ns=1&abbucket=13#detail,否,比利时, 滋润 保湿
1038,//item.taobao.com/item.htm?id=41221099184&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1039,//item.taobao.com/item.htm?id=546670600138&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1040,//item.taobao.com/item.htm?id=565272546896&ns=1&abbucket=13#detail,否,法国, 滋润
1041,//item.taobao.com/item.htm?id=550315308017&ns=1&abbucket=13#detail,否,加拿大, 不易脱色 持久 易上色 滋润 保湿
1042,//item.taobao.com/item.htm?id=21214527778&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1043,//item.taobao.com/item.htm?id=544765173592&ns=1&abbucket=13#detail,否,意大利, 不易脱色 提升气色 遮瑕 滋润 自然立体
1044,//item.taobao.com/item.htm?id=565721035002&ns=1&abbucket=13#detail,否,德国, 提升气色 易上色
1045,//item.taobao.com/item.htm?id=538352448418&ns=1&abbucket=13#detail,否,法国, 易上色 滋润 保湿
1046,//item.taobao.com/item.htm?id=538301648087&ns=1&abbucket=13#detail,否,法国, 提升气色 滋润
1047,//click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=1258075391&k=557&e=CwVzuDzHxkXlF0AjiP89ks8U%2FSHJVox5FPfE2N0f%2FktkDcM5OSUND2mMdMmmyX7da50PQyEQvHHEauxcB8GafIlW3OaiYchBNswZST5CGPuL7qi9%2F%2FbjNCHaOk6VGJvFSP%2BT3onDDIV%2Fk27%2BQn9pbn%2BaMNDt93BGIiz1z7dsGF%2FjyrvS5Dd8XHB7vmUx%2B3mrU%2BIE%2FLVXvJCYrxMLCFYFrDUzKao8fXYB%2BNH6xRrnAVVTjHQcxUbODtKEMVZlZ3bbUYgc18Mjy0YGbSUAW8XIHBkecwm0kP2w8EgJhnOLl%2BCrW4yF0ym9a5tmUPiTAjCtmBgW6irf9p3%2B9AiG5e0ZKL7e4Y1TEJEe%2BgPx%2F9IhxJYhNE4o639sEti%2Bi64YN59FZp%2BFWvgIiMUgIs7frE9cQyAsBn%2BaBMlo8KPQ8ew8Scslwx8AYvZOjAppDV0Nf402Ax7fsqjMifsCu7vAvUptnTqsFbDLpHF7M0PUPHp4xp7IkISAhfQ5j3CiN%2FBlz9uNeBtbgEdlqov8va%2B8wTptRXgHolD3eu1eKlW%2BaMtCrrE%3D#detail,否,澳大利亚, 不易脱色 保湿 防水 不粘杯 持久不掉色
1048,//click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=1258075391&k=557&e=%2FeTe473lYUjlF0AjiP89ks8U%2FSHJVox5FPfE2N0f%2FktkDcM5OSUND2mMdMmmyX7da50PQyEQvHHPT55mUJ%2BzfYuDC8%2FSpsWN4FRMeUZviH%2BL7qi9%2F%2FbjNCHaOk6VGJvFSP%2BT3onDDIV%2Fk27%2BQn9pbn%2BaMNDt93BGIiz1z7dsGF%2FjyrvS5Dd8XHB7vmUx%2B3mrU%2BIE%2FLVXvJCYrxMLCFYFrDUzKao8fXYB%2BNH6xRrnAVVTjHQcxUbODtKEMVZlZ3bbUYgc18Mjy0YGbSUAW8XIHBkecwm0kP2w8EgJhnOLl%2BCrW4yF0ym9a5tmUPiTAjCtmBgW6irf9p3%2B9AiG5e0ZKPJ5HjpGshK0qOD2eD8lCyEEPpCauk8vxHXkmA0hEDZvpeVCR62Qullaa3bS31t1OdgNCB5rR88dNoPRfPaTw%2Bclwx8AYvZOjAppDV0Nf402Ax7fsqjMifsCu7vAvUptnTqsFbDLpHF7b6xuRCRfTE3fEf2hAYABwasRY547pIApeBtbgEdlqosYfk0H57zZrzWfPsXpHG2sFb%2FgAjJT5%2FE%3D#detail,否,中国, 不易脱色 持久 提升气色 滋润 不粘杯
1049,//click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=1258075391&k=557&e=8XIFigd%2BQ%2B3lF0AjiP89ks8U%2FSHJVox5FPfE2N0f%2FktkDcM5OSUND2mMdMmmyX7da50PQyEQvHHhY3OpOanKkyhTFQq%2B1H3kw30djA8PKs%2BL7qi9%2F%2FbjNCHaOk6VGJvFSP%2BT3onDDIV%2Fk27%2BQn9pbn%2BaMNDt93BGIiz1z7dsGF%2FjyrvS5Dd8XHB7vmUx%2B3mrU%2BIE%2FLVXvJCYrxMLCFYFrDUzKao8fXYB%2BNH6xRrnAVVTjHQcxUbODtKEMVZlZ3bbUYgc18Mjy0YGbSUAW8XIHBkecwm0kP2w8EgJhnOLl%2BCrW4yF0ym9a5tmUPiTAjCtmBgW6irf9p3%2B9AiG5e0ZKL7e4Y1TEJEeyB7Hr08gbqfSBLac9gZHLnPtYFCTaBslo%2F5CIBtfX2Zyvr1svvAqkbOKxhJXY35TMwawJisYmBVhbNxv9HHpRAQJiu%2BJV%2BkcEyCGaZFO7qzVY8WjFHNGNkiOIfM23JQ%2F681sNd6SsQaUYkpbfwfitKnc6fdKUHn5oS905m6Cx0Ucn6%2BK2TNe9Bl1T5iGF8BXpvoh6cM2C%2F4%3D#detail,否,中国, 持久 持久不掉色
1050,//item.taobao.com/item.htm?id=525207912028&ns=1&abbucket=13#detail,否,香港特别, 持久 提升气色 易上色
1051,//item.taobao.com/item.htm?id=558536832000&ns=1&abbucket=13#detail,否,美国, 不易脱色 持久 易上色 滋润 防水
1052,//item.taobao.com/item.htm?id=563377943592&ns=1&abbucket=13#detail,否,其他, 持久 易上色
1053,//item.taobao.com/item.htm?id=563903555250&ns=1&abbucket=13#detail,否,美国, 不易脱色
1054,//item.taobao.com/item.htm?id=564978470296&ns=1&abbucket=13#detail,否,中国, 提升气色 易上色 滋润 保湿
1055,//item.taobao.com/item.htm?id=556122920657&ns=1&abbucket=13#detail,否,美国, 保湿
1056,//item.taobao.com/item.htm?id=565983252573&ns=1&abbucket=13#detail,否,其他, 持久 滋润
1057,//item.taobao.com/item.htm?id=43608714180&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1058,//item.taobao.com/item.htm?id=562337245944&ns=1&abbucket=13#detail,否,其他, 易上色 持久 滋润
1059,//item.taobao.com/item.htm?id=563387464683&ns=1&abbucket=13#detail,否,日本, 提升气色
1060,//item.taobao.com/item.htm?id=558908868057&ns=1&abbucket=13#detail,否,比利时, 持久 滋润 保湿
1061,//item.taobao.com/item.htm?id=561949115040&ns=1&abbucket=13#detail,否,法国, 持久 不易脱色
1062,//item.taobao.com/item.htm?id=566478414378&ns=1&abbucket=13#detail,否,荷兰, 不易脱色 持久 易上色 滋润
1063,//item.taobao.com/item.htm?id=564527548831&ns=1&abbucket=13#detail,否,法国, 持久 遮瑕 滋润 保湿
1064,//item.taobao.com/item.htm?id=542759518666&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1065,//item.taobao.com/item.htm?id=565279733460&ns=1&abbucket=13#detail,否,中国, 不易脱色 持久 防水 不粘杯
1066,//item.taobao.com/item.htm?id=565647959914&ns=1&abbucket=13#detail,否,比利时, 持久 提升气色 易上色 遮瑕
1067,//item.taobao.com/item.htm?id=555218545603&ns=1&abbucket=13#detail,否,加拿大, 不易脱色 持久 自然立体
1068,//item.taobao.com/item.htm?id=560414958071&ns=1&abbucket=13#detail,否,韩国, 提升气色 易上色
1069,//item.taobao.com/item.htm?id=567541866527&ns=1&abbucket=13#detail,否,中国, 提升气色 持久保湿 防水 易上色 抗水
1070,//item.taobao.com/item.htm?id=560314207611&ns=1&abbucket=13#detail,否,美国, 持久 提升气色 易上色
1071,//item.taobao.com/item.htm?id=565745239459&ns=1&abbucket=13#detail,否,日本, 滋润
1072,//item.taobao.com/item.htm?id=564421048656&ns=1&abbucket=13#detail,否,美国, 提升气色
1073,//item.taobao.com/item.htm?id=39992528388&ns=1&abbucket=13#detail,无,无,无
1074,//item.taobao.com/item.htm?id=542679734022&ns=1&abbucket=13#detail,否,日本, 遮瑕 滋润 保湿
1075,//item.taobao.com/item.htm?id=567694034456&ns=1&abbucket=13#detail,否,美国, 提升气色
1076,//item.taobao.com/item.htm?id=564415416455&ns=1&abbucket=13#detail,否,中国, 提升气色 持久保湿 防水 易上色 抗水
1077,//item.taobao.com/item.htm?id=565210913529&ns=1&abbucket=13#detail,否,其他, 滋润
1078,//item.taobao.com/item.htm?id=525267646550&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1079,//item.taobao.com/item.htm?id=555146346613&ns=1&abbucket=13#detail,否,韩国, 持久 易上色 遮瑕
1080,//item.taobao.com/item.htm?id=538728341726&ns=1&abbucket=13#detail,否,比利时, 易上色 持久 防水
1081,//click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=305635332&k=557&e=ZheduSgKg4zWhlDv68pJjL27rsuv3a5liYT8wAo1U6o9oUPRI2XB5QjK9B26o2P2V%2FCewzc6Dp60ijl1cYbs%2BFLBq1x1JR7eAQ2Zpn5PeHO5aFRuiDX8XE60noeZIyi3lQF91mtetJV8ZQYkpk%2FekkncJLfw3iQAJzBQyhzreo066byTUVPE0w4Si2Ld1CwU8nndJnqve8UBW2ozSl6O7X1WqYcI6wcQQF2XfOcBg63GBk%2FM%2Bm08vM5omH4DTq7UwDdIo3gLMWxm1iq7tZykXp%2FWhFSN5gtBJTdHqc4HfPGR4NiO3V0bGq2eNlNWqr1QuvOe7waijNglJCLWB%2B%2FMlyaGAy5ynUeLqlzfU5gHNA50CwaLnxhvHUaqUZP9rQsK1zua7NV7t%2BfBzgbuAx44%2Fx9JjYcXmrt6UqTtY3JazeFrIanKIq%2FiAt5hhpf6JA8rFt5XNj97FGQv%2B3hxIvb51FVdL%2BdcDM8d%2FXas2WY2lLncNbBQT521j0GoLFEM7VKJB%2FFWCLIiJ21U1qHMp4Owq5Yr7fnCk%2FHaW8gxqeO8%2BvQ%3D#detail,否,中国, 滋润 保湿 防水
1082,//click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=305635332&k=557&e=Rz6KKcLjtZnWhlDv68pJjL27rsuv3a5liYT8wAo1U6o9oUPRI2XB5QjK9B26o2P2V%2FCewzc6Dp7Uh23m%2Fv%2BU1y%2BsbFRhezFZmQmD0q4NrDO5aFRuiDX8XE60noeZIyi3lQF91mtetJV8ZQYkpk%2FekkncJLfw3iQAJzBQyhzreo066byTUVPE0w4Si2Ld1CwU8nndJnqve8UBW2ozSl6O7X1WqYcI6wcQQF2XfOcBg63GBk%2FM%2Bm08vM5omH4DTq7UwDdIo3gLMWxm1iq7tZykXp%2FWhFSN5gtBJTdHqc4HfPGR4NiO3V0bGq2eNlNWqr1QuvOe7waijNiNdH%2BkFRKjUmfW4XJNI6IWqxaIaXA6sF4xI02als1yUgjkdpX23H0FkDgRM8ZWzZzDG05aihOd4vKdABncgoTeXGAkAWip6kBrIanKIq%2FiAuP56KbVrk0q9mkdfNJbFQHG1pbQe7AiJrs6qPMO6EUzqyHcrbhav40ZXARQhi0jrBhNmfX90PhxguZ22Sw1FO%2BUzYlgZJ0SuTPJ6XpnVFJKa1TSOxDhEEo%3D,否,中国,无
1083,//click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=305635332&k=557&e=NZbp%2Bha91PzWhlDv68pJjL27rsuv3a5liYT8wAo1U6o9oUPRI2XB5QjK9B26o2P2V%2FCewzc6Dp4WcVEvxvli9pKT4OcZntzgb777VLasMIG5aFRuiDX8XE60noeZIyi3lQF91mtetJV8ZQYkpk%2FekkncJLfw3iQAJzBQyhzreo066byTUVPE0w4Si2Ld1CwU8nndJnqve8UBW2ozSl6O7X1WqYcI6wcQQF2XfOcBg63GBk%2FM%2Bm08vM5omH4DTq7UwDdIo3gLMWxm1iq7tZykXp%2FWhFSN5gtBJTdHqc4HfPGR4NiO3V0bGq2eNlNWqr1QuvOe7waijNglJCLWB%2B%2FMl1xiNOz%2FrhOlTIpjDqoKgo8EUeLuPDtSVUpZIc1%2FkXPuYGjQFX7yYmfxM2Kd7ee9BOk7D6GGnpxHlwLZaT1j3lJrIanKIq%2FiAt5hhpf6JA8rFt5XNj97FGQv%2B3hxIvb51FVdL%2BdcDM8ddWr5QsSwXiHT66sr91ekmaAglX8ggdz%2BB%2FFWCLIiJ20E4u6EXMsgcc80yZ5DKP9XHwiR%2Bp0ew8E%3D#detail,否,中国, 持久保湿 防水
1084,//item.taobao.com/item.htm?id=556213445807&ns=1&abbucket=13#detail,否,美国, 滋润
1085,//item.taobao.com/item.htm?id=560945476594&ns=1&abbucket=13#detail,否,加拿大, 不易脱色 持久 提升气色 易上色
1086,//item.taobao.com/item.htm?id=560747560720&ns=1&abbucket=13#detail,否,美国, 易上色 不易脱色 滋润
1087,//item.taobao.com/item.htm?id=556803661038&ns=1&abbucket=13#detail,否,韩国, 持久保湿 滋润 防水 易上色 抗水
1088,//item.taobao.com/item.htm?id=540620619663&ns=1&abbucket=13#detail,否,加拿大, 滋润
1089,//item.taobao.com/item.htm?id=19588075313&ns=1&abbucket=13#detail,否,中国, 滋润 保湿
1090,//item.taobao.com/item.htm?id=566087119681&ns=1&abbucket=13#detail,否,中国, 持久 易上色 滋润 保湿
1091,//item.taobao.com/item.htm?id=557305251831&ns=1&abbucket=13#detail,否,韩国, 滋润
1092,//item.taobao.com/item.htm?id=549244905390&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1093,//item.taobao.com/item.htm?id=521012978022&ns=1&abbucket=13#detail,否,法国, 易上色 持久 滋润
1094,//item.taobao.com/item.htm?id=521078862424&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1095,//item.taobao.com/item.htm?id=16279425362&ns=1&abbucket=13#detail,否,加拿大, 不易脱色 持久 自然立体
1096,//item.taobao.com/item.htm?id=566330877464&ns=1&abbucket=13#detail,否,中国, 不易脱色 持久
1097,//item.taobao.com/item.htm?id=552285751340&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1098,//item.taobao.com/item.htm?id=540160564355&ns=1&abbucket=13#detail,否,中国, 提升气色 不粘杯
1099,//item.taobao.com/item.htm?id=564502350383&ns=1&abbucket=13#detail,否,法国, 保湿
1100,//item.taobao.com/item.htm?id=560629273006&ns=1&abbucket=13#detail,否,中国, 提升气色 滋润 保湿 不粘杯 持久不掉色
1101,//item.taobao.com/item.htm?id=45480360594&ns=1&abbucket=13#detail,否,韩国, 持久 易上色 遮瑕
1102,//item.taobao.com/item.htm?id=561301777787&ns=1&abbucket=13#detail,是,日本, 持久 提升气色 滋润 自然立体
1103,//item.taobao.com/item.htm?id=558862988579&ns=1&abbucket=13#detail,否,加拿大, 易上色 不易脱色 滋润 保湿
1104,//item.taobao.com/item.htm?id=565778288345&ns=1&abbucket=13#detail,否,意大利, 提升气色 防水 易上色 抗水
1105,//item.taobao.com/item.htm?id=541473802758&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1106,//item.taobao.com/item.htm?id=566537693023&ns=1&abbucket=13#detail,否,英国, 提升气色 易上色 滋润 持久不掉色
1107,//item.taobao.com/item.htm?id=557524103355&ns=1&abbucket=13#detail,否,法国, 滋润 保湿
1108,//item.taobao.com/item.htm?id=559022945980&ns=1&abbucket=13#detail,否,其他, 滋润
1109,//item.taobao.com/item.htm?id=540137231527&ns=1&abbucket=13#detail,否,法国, 持久 滋润
1110,//item.taobao.com/item.htm?id=540744106774&ns=1&abbucket=13#detail,否,意大利, 不易脱色 提升气色 遮瑕 滋润 自然立体
1111,//item.taobao.com/item.htm?id=538466340694&ns=1&abbucket=13#detail,否,其他, 滋润
1112,//click.simba.taobao.com/cc_im?p=%BF%DA%BA%EC&s=70446479&k=569&e=h5xIjaet%2Fiwj35bim89OqwU2f7K6ZLILC0gaTIpER6HciTtHxqvmap974BDm%2FGdPXS3LRwTFAKpbzKMG89tgoKudVNEtaU3UFejPqfYxrrBCi32nvE4iAUTOPWjeG4SJSfMjLIneEo3emJ6X8CgLgFvNSyGHktce2nJZSyaRKjbQeqg4C%2BtjBCnbjkUDxRfM0OYadYKtt76Ke0%2BZGmjE1A7k8L%2FEG7tvGiK3OaEYdIQHYMG%2B4uFtJ0HUcmNceWLhXOvmX4WyRFnwIQNRJmr6Uqtt0rq7j7j6iMfbT4JlnZJFd4cEFpr97hUx1Z8qWnHzudPY%2FjS3fIQqnkoGZK7HnK5hsXFL6colPBdW5fxmRZTkpMUQVzatTbqVzajKu6SeO9ad0HISz07L9olUwIBXzMUDW6YpUiSzBMqx1BLCsJdXVWcsaBjA%2BnwUFdmh%2BOwARmROEev62RdFepWgFuA1n8HjvQuT9mYrORZlkYKgVf15NrMVEPn2KOr1PRceUNs%2BJsVA4gBU0g5fJDghIHiDPkxsOcuVuhuoymQJWMjvCn5GdGklhsUWhA%3D%3D#detail,否,中国, 滋润 保湿
